Numero de orden|Palco|Nombre del comercio|Evento|Fecha|Total|Producto|Categoria|Talle|Cantidad|Precio Unitario|Total Producto|Correo del Comprador|Telefono del Comprador|N de identificacion del Comprador|Cantidad restante de beneficio|Metodo de pago|Ultimos digitos de la tarjeta|Dispositivo Clover|Delivery|Estado de facturacion|Estado
369156||GB - ILHA 3|Sin Especificar|2026-01-20 17:00:24|15.0|Acarajé com camarão|Alimentos|-|1|15|15.0|||-|-|Efectivo||Flex 4   Serial: C046LG52836389||-|2
369179||GB - ILHA 3|Sin Especificar|2026-01-20 17:23:44|80.0|Amendoim Bahia|Alimentos|-|1|10|10.0|||-|-|Tarjeta - Mastercard Credi|8544|Flex 4   Serial: C046LG51944863||-|2
369179||GB - ILHA 3|Sin Especificar|2026-01-20 17:23:44|80.0|Black Princess 350ml|Cervejas|-|5|14|70.0|||-|-|Tarjeta - Mastercard Credi|8544|Flex 4   Serial: C046LG51944863||-|2
369195||GB - ILHA 3|Sin Especificar|2026-01-20 17:39:10|10.0|Refrigerante|Bebidas sem álcool|-|1|10|10.0|||-|-|Tarjeta - Mastercard Debit|4280|Flex 4   Serial: C046LG51944863||-|2
369226||GB - ILHA 3|Sin Especificar|2026-01-20 18:01:52|101.0|Refrigerante|Bebidas sem álcool|-|1|10|10.0|||-|-|Tarjeta - Visa Credito|7950|Flex 4   Serial: C046LG51944863||-|2
369226||GB - ILHA 3|Sin Especificar|2026-01-20 18:01:52|101.0|Crepe francês|Alimentos|-|1|35|35.0|||-|-|Tarjeta - Visa Credito|7950|Flex 4   Serial: C046LG51944863||-|2
369226||GB - ILHA 3|Sin Especificar|2026-01-20 18:01:52|101.0|Black Princess 350ml|Cervejas|-|4|14|56.0|||-|-|Tarjeta - Visa Credito|7950|Flex 4   Serial: C046LG51944863||-|2
369250||GB - ILHA 3|Sin Especificar|2026-01-20 18:11:35|92.0|Black Princess 350ml|Cervejas|-|3|14|42.0|||-|-|Tarjeta - Mastercard Credi|9198|Flex 4   Serial: C046LG51944863||-|2
369250||GB - ILHA 3|Sin Especificar|2026-01-20 18:11:35|92.0|Dose Chivas|Doses|-|2|25|50.0|||-|-|Tarjeta - Mastercard Credi|9198|Flex 4   Serial: C046LG51944863||-|2
369261||GB - ILHA 3|Sin Especificar|2026-01-20 18:15:29|50.0|Dose Chivas|Doses|-|2|25|50.0|||-|-|Tarjeta - Mastercard Credi|2791|Flex 4   Serial: C046LG51944863||-|2
369273||GB - ILHA 3|Sin Especificar|2026-01-20 18:18:26|60.0|Kibe|Alimentos|-|1|15|15.0|||-|-|Tarjeta - Mastercard Credi|4541|Flex 4   Serial: C046LG51944863||-|2
369273||GB - ILHA 3|Sin Especificar|2026-01-20 18:18:26|60.0|Refrigerante|Bebidas sem álcool|-|1|10|10.0|||-|-|Tarjeta - Mastercard Credi|4541|Flex 4   Serial: C046LG51944863||-|2
369273||GB - ILHA 3|Sin Especificar|2026-01-20 18:18:26|60.0|Crepe francês|Alimentos|-|1|35|35.0|||-|-|Tarjeta - Mastercard Credi|4541|Flex 4   Serial: C046LG51944863||-|2
369281||GB - ILHA 3|Sin Especificar|2026-01-20 18:19:57|20.0|Amendoim Bahia|Alimentos|-|2|10|20.0|||-|-|Tarjeta - Mastercard Credi|4541|Flex 4   Serial: C046LG51944863||-|2
369294||GB - ILHA 3|Sin Especificar|2026-01-20 18:23:05|20.0|Amendoim Bahia|Alimentos|-|2|10|20.0|||-|-|Efectivo||Flex 4   Serial: C046LG52836389||-|2
369304||GB - ILHA 3|Sin Especificar|2026-01-20 18:24:22|78.0|Amendoim Bahia|Alimentos|-|1|10|10.0|||-|-|Tarjeta - Mastercard Credi|2373|Flex 4   Serial: C046LG51944863||-|2
369304||GB - ILHA 3|Sin Especificar|2026-01-20 18:24:22|78.0|Itaipava Pilsen 350ml|Cervejas|-|4|12|48.0|||-|-|Tarjeta - Mastercard Credi|2373|Flex 4   Serial: C046LG51944863||-|2
369304||GB - ILHA 3|Sin Especificar|2026-01-20 18:24:22|78.0|Pipoca To De Boa|Alimentos|-|1|20|20.0|||-|-|Tarjeta - Mastercard Credi|2373|Flex 4   Serial: C046LG51944863||-|2
369308||GB - ILHA 3|Sin Especificar|2026-01-20 18:25:23|45.0|Crepe francês|Alimentos|-|1|35|35.0|||-|-|Tarjeta - Visa Credito|7075|Flex 4   Serial: C046LG51944863||-|2
369308||GB - ILHA 3|Sin Especificar|2026-01-20 18:25:23|45.0|Refrigerante|Bebidas sem álcool|-|1|10|10.0|||-|-|Tarjeta - Visa Credito|7075|Flex 4   Serial: C046LG51944863||-|2
369358||GB - ILHA 3|Sin Especificar|2026-01-20 18:35:46|35.0|Crepe francês|Alimentos|-|1|35|35.0|||-|-|Tarjeta - Mastercard Credi|8875|Flex 4   Serial: C046LG51944863||-|2
369365||GB - ILHA 3|Sin Especificar|2026-01-20 18:37:11|16.0|Água|Bebidas sem álcool|-|2|8|16.0|||-|-|Tarjeta - Visa Credito|7075|Flex 4   Serial: C046LG51944863||-|2
369384||GB - ILHA 3|Sin Especificar|2026-01-20 18:40:05|35.0|Crepe francês|Alimentos|-|1|35|35.0|||-|-|Tarjeta - Mastercard Credi|6290|Flex 4   Serial: C046LG51944863||-|2
369438||GB - ILHA 3|Sin Especificar|2026-01-20 18:48:33|35.0|Crepe francês|Alimentos|-|1|35|35.0|||-|-|QR - Pix| |Flex 4   Serial: C046LG51944863||-|2
369450||GB - ILHA 3|Sin Especificar|2026-01-20 18:50:01|93.0|Itaipava Premium 350ml|Cervejas|-|2|14|28.0|||-|-|QR - Pix| |Flex 4   Serial: C046LG51944863||-|2
369450||GB - ILHA 3|Sin Especificar|2026-01-20 18:50:01|93.0|Pipoca To De Boa|Alimentos|-|1|20|20.0|||-|-|QR - Pix| |Flex 4   Serial: C046LG51944863||-|2
369450||GB - ILHA 3|Sin Especificar|2026-01-20 18:50:01|93.0|Água de coco 300ml|Bebidas sem álcool|-|1|10|10.0|||-|-|QR - Pix| |Flex 4   Serial: C046LG51944863||-|2
369450||GB - ILHA 3|Sin Especificar|2026-01-20 18:50:01|93.0|Crepe francês|Alimentos|-|1|35|35.0|||-|-|QR - Pix| |Flex 4   Serial: C046LG51944863||-|2
369453||GB - ILHA 3|Sin Especificar|2026-01-20 18:50:23|56.0|Pipoca To De Boa|Alimentos|-|2|20|40.0|||-|-|Tarjeta - Visa Credito|9040|Flex 4   Serial: C046LG52836389||-|2
369453||GB - ILHA 3|Sin Especificar|2026-01-20 18:50:23|56.0|Água|Bebidas sem álcool|-|2|8|16.0|||-|-|Tarjeta - Visa Credito|9040|Flex 4   Serial: C046LG52836389||-|2
369465||GB - ILHA 3|Sin Especificar|2026-01-20 18:52:13|15.0|Coxão|Alimentos|-|1|15|15.0|||-|-|QR - Pix| |Flex 4   Serial: C046LG51944863||-|2
369473||GB - ILHA 3|Sin Especificar|2026-01-20 18:53:22|28.0|Água|Bebidas sem álcool|-|1|8|8.0|||-|-|Tarjeta - Visa Credito|5589|Flex 4   Serial: C046LG51944863||-|2
369473||GB - ILHA 3|Sin Especificar|2026-01-20 18:53:22|28.0|Pipoca To De Boa|Alimentos|-|1|20|20.0|||-|-|Tarjeta - Visa Credito|5589|Flex 4   Serial: C046LG51944863||-|2
369476||GB - ILHA 3|Sin Especificar|2026-01-20 18:53:36|28.0|Pipoca To De Boa|Alimentos|-|1|20|20.0|||-|-|Tarjeta - Visa Credito|7880|Flex 4   Serial: C046LG52836389||-|2
369476||GB - ILHA 3|Sin Especificar|2026-01-20 18:53:36|28.0|Água com Gás 500ml|Bebidas sem álcool|-|1|8|8.0|||-|-|Tarjeta - Visa Credito|7880|Flex 4   Serial: C046LG52836389||-|2
369480||GB - ILHA 3|Sin Especificar|2026-01-20 18:54:21|35.0|Crepe francês|Alimentos|-|1|35|35.0|||-|-|Tarjeta - Mastercard Credi|0714|Flex 4   Serial: C046LG51944863||-|2
369485||GB - ILHA 3|Sin Especificar|2026-01-20 18:55:22|23.0|Refrigerante|Bebidas sem álcool|-|1|10|5.0|||-|-|Tarjeta - Mastercard Credi|0714|Flex 4   Serial: C046LG51944863||-|2
369485||GB - ILHA 3|Sin Especificar|2026-01-20 18:55:22|23.0|Itaipava Pilsen 350ml|Cervejas|-|3|12|18.0|||-|-|Tarjeta - Mastercard Credi|0714|Flex 4   Serial: C046LG51944863||-|2
369494||GB - ILHA 3|Sin Especificar|2026-01-20 18:56:40|57.0|Pipoca To De Boa|Alimentos|-|2|20|40.0|||-|-|Tarjeta - Mastercard Credi|9153|Flex 4   Serial: C046LG51944863||-|2
369494||GB - ILHA 3|Sin Especificar|2026-01-20 18:56:40|57.0|Itaipava Pilsen 350ml|Cervejas|-|2|12|12.0|||-|-|Tarjeta - Mastercard Credi|9153|Flex 4   Serial: C046LG51944863||-|2
369494||GB - ILHA 3|Sin Especificar|2026-01-20 18:56:40|57.0|Refrigerante|Bebidas sem álcool|-|1|10|5.0|||-|-|Tarjeta - Mastercard Credi|9153|Flex 4   Serial: C046LG51944863||-|2
